X,Y
18.727005942368123,75.97975613947929
47.53571532049581,174.87996686940602
36.59969709057025,138.55774369967338
29.93292420985183,104.82739016147694
7.800932022121826,36.20490263823883
7.799726016810133,39.084603916394194
2.9041806084099733,27.554102353142486
43.308807288746756,158.9894744192454
30.05575058716044,111.1526590405956
35.40362888980228,131.40391589638529
1.0292247147901223,18.1792970902758
48.49549260809972,181.37797967664744
41.622132040021086,153.0286611212386
10.616955533913808,49.72568153426511
9.091248360355031,42.304757007982815
9.17022549267169,46.939014177015366
15.212112147976885,59.73212704853234
26.237821581611893,100.19406480265279
21.597250932105787,83.62983749670946
14.561457009902096,53.64752479399674
30.592644736118974,118.55485796173929
6.974693032602092,35.71670197500677
14.607232426760907,61.15088077687548
18.318092164684586,72.94038690952033
22.803499210851797,82.73539352772923
39.25879806965068,145.3025666299506
9.983689107917987,43.229339295079114
25.71172192068058,95.97964037627393
29.620728443102124,112.8661209925274
2.3225206359998865,20.149076510072295
30.37724259507192,125.75127858880437
8.526206184364577,40.71461070943522
3.252579649263976,22.67178072603774
47.44427686266666,175.6827394405025
48.28160165372797,169.39174971155268
40.419867405823055,151.3369665431346
15.230688458668535,63.608560655045004
4.883605700319194,39.408830513543606
34.211651325607846,128.77897481572185
22.007624686980066,88.53442311609828
6.101911742238942,31.18313224931008
24.75884550556351,90.81256908137463
1.7194260557609198,21.732105267738323
45.4660201039391,172.89073552722073
12.938999080000846,59.241656515218196
33.1261142176991,121.39446248797314
15.585553804470548,71.5634098703274
26.00340105889054,94.00264839215548
27.335513967163983,108.60858435407529
9.242722776276352,53.30180784601713
48.47923138822793,174.7246282331443
38.75664116805573,142.81675544018117
46.97494707820945,174.9105715991713
44.74136752138244,164.07740805425755
29.894998940554256,106.87917913660924
46.093711751155844,171.67080600307557
4.424625102595975,20.174669290455387
9.79914312095726,46.66496307652632
2.2613644455269033,13.317654388175146
16.266516538163216,74.68247990865896
19.4338644844741,74.10225923397816
13.567451588694796,55.87577297940341
41.436875457596464,159.09665018843597
17.837666334679465,66.27751058920835
14.046725484369038,60.30083886831228
27.134804157912424,111.50752832410564
7.046211248738132,26.624323197777322
40.109849037701984,151.30764092461848
3.727532183988541,24.345776615202013
49.34434683002586,186.61432826397706
38.61223846483287,138.95808107252464
9.93578407670862,38.17296120305879
0.27610585618011996,13.576078324714908
40.77307142274171,154.1906733457619
35.34286719238086,134.95249942506237
36.45035840204937,139.30849545465765
38.56351733429729,141.57218706214806
3.7022325867045183,24.11908253927083
17.92328642721363,74.1968648617411
5.793452976256486,26.70532832676586
43.155171293779674,170.37197208395264
31.164906341377897,121.44633679938157
16.54490124263246,61.95063686320037
3.177917514301182,24.405479343223284
15.54911608578311,59.54849794910429
16.259166101337353,70.842504373393
36.480308916903205,143.47405910419823
31.877873567760656,117.46914589540374
44.36063712881633,170.07911059707877
23.610746258097464,94.70151653802361
5.9797122969150855,35.03929383917525
35.66223936114975,144.3018026772939
38.03925243084487,141.9104429279427
28.063859878474812,104.4548287528744
38.54835899772805,140.47168434392057
24.689779818219538,92.3351779389412
26.136641469099704,101.09273659477844
21.37705091792748,86.5254380868294
1.2709563372047594,15.831801176866753
5.394571349665222,33.016915969008394
